Unnamed: 0,neg_word,pos_word,hyphen_word,negative_affix,tokenizer,neg_bytes,neg_correct,soft_neg_correct,pos_bytes,pos_correct,soft_pos_correct,hyphen_bytes,hyphen_correct,soft_hyphen_correct,tokenizer_type,NegMorph,tokenized_into
18833,descend,ascend,de-scend,de,RoBERTa-base,"['desc', 'end']",Incorrect,Correct,"['asc', 'end']",False,Incorrect,"['de', '-', 'sc', 'end']",Correct,Correct,byte_level_bpe,Under-segmented,desc
18834,descend,ascend,de-scend,de,XLNet-base,['descend'],Not segmented,Correct,['ascend'],False,Not segmented,"['de', '-', 's', 'cen', 'd']",Correct,Correct,sentencepiece,Under-segmented,descend
18835,descend,ascend,de-scend,de,Flan-T5-xxl,['descend'],Not segmented,Correct,['ascend'],False,Not segmented,"['de', '-', 's', 'c', 'end']",Correct,Correct,sentencepiece,Under-segmented,descend
18836,descend,ascend,de-scend,de,LLama-2-13B,['descend'],Not segmented,Correct,"['asc', 'end']",False,Incorrect,"['de', '-', 'sc', 'end']",Correct,Correct,sentencepiece,Under-segmented,descend
18837,descend,ascend,de-scend,de,ALBERT,['descend'],Not segmented,Correct,['ascend'],False,Not segmented,"['de', '-', 'sc', 'end']",Correct,Correct,sentencepiece,Under-segmented,descend
18838,descend,ascend,de-scend,de,BERT-base,['descend'],Not segmented,Correct,"['as', 'cend']",False,Incorrect,"['de', '-', 'sc', 'end']",Correct,Correct,wordpiece,Under-segmented,descend
18839,descend,ascend,de-scend,de,ELECTRA-base,['descend'],Not segmented,Correct,"['as', 'cend']",False,Incorrect,"['de', '-', 'sc', 'end']",Correct,Correct,wordpiece,Under-segmented,descend
18848,disassemble,assemble,dis-assemble,dis,BERT-base,"['di', 'sas', 'se', 'mble']",Incorrect,Incorrect,['assemble'],False,Not segmented,"['di', 's', '-', 'assemble']",Incorrect,Incorrect,wordpiece,Over-segmented,di
18849,disassemble,assemble,dis-assemble,dis,ELECTRA-base,"['di', 'sas', 'se', 'mble']",Incorrect,Incorrect,['assemble'],False,Not segmented,"['di', 's', '-', 'assemble']",Incorrect,Incorrect,wordpiece,Over-segmented,di
18850,dissent,assent,dis-sent,dis,GPT-2,"['d', 'iss', 'ent']",Incorrect,Incorrect,"['ass', 'ent']",False,Incorrect,"['dis', '-', 'sent']",Correct,Correct,byte_level_bpe,Over-segmented,d
18852,dissent,assent,dis-sent,dis,GPT-4,"['d', 'issent']",Incorrect,Incorrect,"['ass', 'ent']",False,Incorrect,"['dis', '-s', 'ent']",Correct,Correct,byte_level_bpe,Over-segmented,d
18853,dissent,assent,dis-sent,dis,RoBERTa-base,"['d', 'iss', 'ent']",Incorrect,Incorrect,"['ass', 'ent']",False,Incorrect,"['dis', '-', 'sent']",Correct,Correct,byte_level_bpe,Over-segmented,d
18854,dissent,assent,dis-sent,dis,XLNet-base,['dissent'],Not segmented,Correct,"['as', 's', 'ent']",False,Incorrect,"['dis', '-', 's', 'ent']",Correct,Correct,sentencepiece,Under-segmented,dissent
18855,dissent,assent,dis-sent,dis,Flan-T5-xxl,"['d', 'issent']",Incorrect,Incorrect,"['as', 'sent']",False,Incorrect,"['dis', '-', 'sent']",Correct,Correct,sentencepiece,Over-segmented,d
18856,dissent,assent,dis-sent,dis,LLama-2-13B,"['diss', 'ent']",Incorrect,Correct,"['ass', 'ent']",False,Incorrect,"['dis', '-', 'sent']",Correct,Correct,sentencepiece,Under-segmented,diss
18857,dissent,assent,dis-sent,dis,ALBERT,['dissent'],Not segmented,Correct,['assent'],False,Not segmented,"['dis', '-', 's', 'ent']",Correct,Correct,sentencepiece,Under-segmented,dissent
18858,dissent,assent,dis-sent,dis,BERT-base,['dissent'],Not segmented,Correct,['assent'],False,Not segmented,"['di', 's', '-', 'sent']",Incorrect,Incorrect,wordpiece,Under-segmented,dissent
18859,dissent,assent,dis-sent,dis,ELECTRA-base,['dissent'],Not segmented,Correct,['assent'],False,Not segmented,"['di', 's', '-', 'sent']",Incorrect,Incorrect,wordpiece,Under-segmented,dissent
18860,dissimilate,assimilate,dis-similate,dis,GPT-2,"['d', 'iss', 'imil', 'ate']",Incorrect,Incorrect,"['ass', 'imil', 'ate']",False,Incorrect,"['dis', '-', 'sim', 'il', 'ate']",Correct,Correct,byte_level_bpe,Over-segmented,d
18862,dissimilate,assimilate,dis-similate,dis,GPT-4,"['d', 'iss', 'im', 'ilate']",Incorrect,Incorrect,"['ass', 'im', 'ilate']",True,Incorrect,"['dis', '-s', 'im', 'ilate']",Correct,Correct,byte_level_bpe,Over-segmented,d
18863,dissimilate,assimilate,dis-similate,dis,RoBERTa-base,"['d', 'iss', 'imil', 'ate']",Incorrect,Incorrect,"['ass', 'imil', 'ate']",False,Incorrect,"['dis', '-', 'sim', 'il', 'ate']",Correct,Correct,byte_level_bpe,Over-segmented,d
18868,dissimilate,assimilate,dis-similate,dis,BERT-base,"['di', 'ssi', 'mi', 'late']",Incorrect,Incorrect,"['ass', 'imi', 'late']",False,Incorrect,"['di', 's', '-', 'simi', 'late']",Incorrect,Incorrect,wordpiece,Over-segmented,di
18869,dissimilate,assimilate,dis-similate,dis,ELECTRA-base,"['di', 'ssi', 'mi', 'late']",Incorrect,Incorrect,"['ass', 'imi', 'late']",False,Incorrect,"['di', 's', '-', 'simi', 'late']",Incorrect,Incorrect,wordpiece,Over-segmented,di
18870,dissociate,associate,dis-sociate,dis,GPT-2,"['d', 'iss', 'ociate']",Incorrect,Incorrect,"['ass', 'ociate']",False,Incorrect,"['dis', '-', 's', 'ociate']",Correct,Correct,byte_level_bpe,Over-segmented,d
18872,dissociate,associate,dis-sociate,dis,GPT-4,"['d', 'iss', 'oci', 'ate']",Incorrect,Incorrect,['associate'],False,Not segmented,"['dis', '-s', 'oci', 'ate']",Correct,Correct,byte_level_bpe,Over-segmented,d
18873,dissociate,associate,dis-sociate,dis,RoBERTa-base,"['d', 'iss', 'ociate']",Incorrect,Incorrect,"['ass', 'ociate']",False,Incorrect,"['dis', '-', 's', 'ociate']",Correct,Correct,byte_level_bpe,Over-segmented,d
18878,dissociate,associate,dis-sociate,dis,BERT-base,"['di', 'sso', 'cia', 'te']",Incorrect,Incorrect,['associate'],False,Not segmented,"['di', 's', '-', 'soc', 'iate']",Incorrect,Incorrect,wordpiece,Over-segmented,di
18879,dissociate,associate,dis-sociate,dis,ELECTRA-base,"['di', 'sso', 'cia', 'te']",Incorrect,Incorrect,['associate'],False,Not segmented,"['di', 's', '-', 'soc', 'iate']",Incorrect,Incorrect,wordpiece,Over-segmented,di
18880,detach,attach,de-tach,de,GPT-2,"['det', 'ach']",Incorrect,Correct,['attach'],False,Not segmented,"['de', '-', 't', 'ach']",Correct,Correct,byte_level_bpe,Under-segmented,det
18882,detach,attach,de-tach,de,GPT-4,['detach'],Not segmented,Correct,['attach'],False,Not segmented,"['de', '-t', 'ach']",Correct,Correct,byte_level_bpe,Under-segmented,detach
18883,detach,attach,de-tach,de,RoBERTa-base,"['det', 'ach']",Incorrect,Correct,['attach'],False,Not segmented,"['de', '-', 't', 'ach']",Correct,Correct,byte_level_bpe,Under-segmented,det
18886,detach,attach,de-tach,de,LLama-2-13B,"['det', 'ach']",Incorrect,Correct,['attach'],False,Not segmented,"['de', '-', 't', 'ach']",Correct,Correct,sentencepiece,Under-segmented,det
18887,detach,attach,de-tach,de,ALBERT,['detach'],Not segmented,Correct,['attach'],False,Not segmented,"['de', '-', 't', 'ach']",Correct,Correct,sentencepiece,Under-segmented,detach
18888,detach,attach,de-tach,de,BERT-base,"['det', 'ach']",Incorrect,Correct,['attach'],False,Not segmented,"['de', '-', 'ta', 'ch']",Correct,Correct,wordpiece,Under-segmented,det
18889,detach,attach,de-tach,de,ELECTRA-base,"['det', 'ach']",Incorrect,Correct,['attach'],False,Not segmented,"['de', '-', 'ta', 'ch']",Correct,Correct,wordpiece,Under-segmented,det
18898,disavow,avow,dis-avow,dis,BERT-base,"['di', 'sa', 'vo', 'w']",Incorrect,Incorrect,"['av', 'ow']",False,Incorrect,"['di', 's', '-', 'av', 'ow']",Incorrect,Incorrect,wordpiece,Over-segmented,di
18899,disavow,avow,dis-avow,dis,ELECTRA-base,"['di', 'sa', 'vo', 'w']",Incorrect,Incorrect,"['av', 'ow']",False,Incorrect,"['di', 's', '-', 'av', 'ow']",Incorrect,Incorrect,wordpiece,Over-segmented,di
18928,disbelieve,believe,dis-believe,dis,BERT-base,"['di', 'sb', 'eli', 'eve']",Incorrect,Incorrect,['believe'],False,Not segmented,"['di', 's', '-', 'believe']",Incorrect,Incorrect,wordpiece,Over-segmented,di
18929,disbelieve,believe,dis-believe,dis,ELECTRA-base,"['di', 'sb', 'eli', 'eve']",Incorrect,Incorrect,['believe'],False,Not segmented,"['di', 's', '-', 'believe']",Incorrect,Incorrect,wordpiece,Over-segmented,di
18945,unbend,bend,un-bend,un,Flan-T5-xxl,"['unbe', 'nd']",Incorrect,Correct,['bend'],False,Not segmented,"['un', '-', 'b', 'end']",Correct,Correct,sentencepiece,Under-segmented,unbe
18958,disinherit,bequeath,dis-inherit,dis,BERT-base,"['di', 'sin', 'her', 'it']",Incorrect,Incorrect,"['be', 'que', 'ath']",False,Incorrect,"['di', 's', '-', 'inherit']",Incorrect,Incorrect,wordpiece,Over-segmented,di
18959,disinherit,bequeath,dis-inherit,dis,ELECTRA-base,"['di', 'sin', 'her', 'it']",Incorrect,Incorrect,"['be', 'que', 'ath']",False,Incorrect,"['di', 's', '-', 'inherit']",Incorrect,Incorrect,wordpiece,Over-segmented,di
18962,unbind,bind,un-bind,un,GPT-4,['unbind'],Not segmented,Correct,['bind'],False,Not segmented,"['un', '-bind']",Correct,Correct,byte_level_bpe,Under-segmented,unbind
19050,decalcify,calcify,de-calcify,de,GPT-2,"['dec', 'al', 'c', 'ify']",Incorrect,Correct,"['cal', 'c', 'ify']",False,Incorrect,"['de', '-', 'cal', 'c', 'ify']",Correct,Correct,byte_level_bpe,Under-segmented,dec
19053,decalcify,calcify,de-calcify,de,RoBERTa-base,"['dec', 'al', 'c', 'ify']",Incorrect,Correct,"['cal', 'c', 'ify']",False,Incorrect,"['de', '-', 'cal', 'c', 'ify']",Correct,Correct,byte_level_bpe,Under-segmented,dec
19058,decalcify,calcify,de-calcify,de,BERT-base,"['dec', 'al', 'ci', 'fy']",Incorrect,Correct,"['cal', 'ci', 'fy']",False,Incorrect,"['de', '-', 'cal', 'ci', 'fy']",Correct,Correct,wordpiece,Under-segmented,dec
19059,decalcify,calcify,de-calcify,de,ELECTRA-base,"['dec', 'al', 'ci', 'fy']",Incorrect,Correct,"['cal', 'ci', 'fy']",False,Incorrect,"['de', '-', 'cal', 'ci', 'fy']",Correct,Correct,wordpiece,Under-segmented,dec
19060,miscarry,carry_to_term,mis-carry,mis,GPT-2,"['misc', 'arry']",Incorrect,Correct,"['carry', '_', 'to', '_', 'term']",False,Incorrect,"['mis', '-', 'carry']",Correct,Correct,byte_level_bpe,Under-segmented,misc
19062,miscarry,carry_to_term,mis-carry,mis,GPT-4,"['misc', 'arry']",Incorrect,Correct,"['carry', '_to', '_term']",False,Incorrect,"['mis', '-c', 'arry']",Correct,Correct,byte_level_bpe,Under-segmented,misc
19063,miscarry,carry_to_term,mis-carry,mis,RoBERTa-base,"['misc', 'arry']",Incorrect,Correct,"['carry', '_', 'to', '_', 'term']",False,Incorrect,"['mis', '-', 'carry']",Correct,Correct,byte_level_bpe,Under-segmented,misc
19070,decentralise,centralise,de-centralise,de,GPT-2,"['dec', 'ent', 'ral', 'ise']",Incorrect,Correct,"['central', 'ise']",False,Incorrect,"['de', '-', 'central', 'ise']",Correct,Correct,byte_level_bpe,Under-segmented,dec
19073,decentralise,centralise,de-centralise,de,RoBERTa-base,"['dec', 'ent', 'ral', 'ise']",Incorrect,Correct,"['central', 'ise']",False,Incorrect,"['de', '-', 'central', 'ise']",Correct,Correct,byte_level_bpe,Under-segmented,dec
19076,decentralise,centralise,de-centralise,de,LLama-2-13B,"['decent', 'ral', 'ise']",Incorrect,Correct,"['central', 'ise']",False,Incorrect,"['de', '-', 'central', 'ise']",Correct,Correct,sentencepiece,Under-segmented,decent
19078,decentralise,centralise,de-centralise,de,BERT-base,"['decent', 'ral', 'ise']",Incorrect,Correct,"['central', 'ise']",False,Incorrect,"['de', '-', 'central', 'ise']",Correct,Correct,wordpiece,Under-segmented,decent
19079,decentralise,centralise,de-centralise,de,ELECTRA-base,"['decent', 'ral', 'ise']",Incorrect,Correct,"['central', 'ise']",False,Incorrect,"['de', '-', 'central', 'ise']",Correct,Correct,wordpiece,Under-segmented,decent
19080,decentralize,centralise,de-centralize,de,GPT-2,"['dec', 'ent', 'ral', 'ize']",Incorrect,Correct,"['central', 'ise']",False,Incorrect,"['de', '-', 'central', 'ize']",Correct,Correct,byte_level_bpe,Under-segmented,dec
19083,decentralize,centralise,de-centralize,de,RoBERTa-base,"['dec', 'ent', 'ral', 'ize']",Incorrect,Correct,"['central', 'ise']",False,Incorrect,"['de', '-', 'central', 'ize']",Correct,Correct,byte_level_bpe,Under-segmented,dec
19086,decentralize,centralise,de-centralize,de,LLama-2-13B,"['decent', 'ral', 'ize']",Incorrect,Correct,"['central', 'ise']",False,Incorrect,"['de', '-', 'central', 'ize']",Correct,Correct,sentencepiece,Under-segmented,decent
19088,decentralize,centralise,de-centralize,de,BERT-base,"['decent', 'ral', 'ize']",Incorrect,Correct,"['central', 'ise']",False,Incorrect,"['de', '-', 'central', 'ize']",Correct,Correct,wordpiece,Under-segmented,decent
19089,decentralize,centralise,de-centralize,de,ELECTRA-base,"['decent', 'ral', 'ize']",Incorrect,Correct,"['central', 'ise']",False,Incorrect,"['de', '-', 'central', 'ize']",Correct,Correct,wordpiece,Under-segmented,decent
19090,decertify,certify,de-certify,de,GPT-2,"['dec', 'ert', 'ify']",Incorrect,Correct,"['cert', 'ify']",False,Incorrect,"['de', '-', 'cert', 'ify']",Correct,Correct,byte_level_bpe,Under-segmented,dec
19092,decertify,certify,de-certify,de,GPT-4,"['dec', 'ert', 'ify']",Incorrect,Correct,"['cert', 'ify']",False,Incorrect,"['de', '-cert', 'ify']",Correct,Correct,byte_level_bpe,Under-segmented,dec
19093,decertify,certify,de-certify,de,RoBERTa-base,"['dec', 'ert', 'ify']",Incorrect,Correct,"['cert', 'ify']",False,Incorrect,"['de', '-', 'cert', 'ify']",Correct,Correct,byte_level_bpe,Under-segmented,dec
19096,decertify,certify,de-certify,de,LLama-2-13B,"['dec', 'ert', 'ify']",Incorrect,Correct,"['cert', 'ify']",False,Incorrect,"['de', '-', 'cert', 'ify']",Correct,Correct,sentencepiece,Under-segmented,dec
19098,decertify,certify,de-certify,de,BERT-base,"['dec', 'ert', 'ify']",Incorrect,Correct,"['ce', 'rti', 'fy']",False,Incorrect,"['de', '-', 'ce', 'rti', 'fy']",Correct,Correct,wordpiece,Under-segmented,dec
19099,decertify,certify,de-certify,de,ELECTRA-base,"['dec', 'ert', 'ify']",Incorrect,Correct,"['ce', 'rti', 'fy']",False,Incorrect,"['de', '-', 'ce', 'rti', 'fy']",Correct,Correct,wordpiece,Under-segmented,dec
19100,unchain,chain,un-chain,un,GPT-2,"['unch', 'ain']",Incorrect,Correct,['chain'],False,Not segmented,"['un', '-', 'chain']",Correct,Correct,byte_level_bpe,Under-segmented,unch
19102,unchain,chain,un-chain,un,GPT-4,"['unch', 'ain']",Incorrect,Correct,['chain'],False,Not segmented,"['un', '-chain']",Correct,Correct,byte_level_bpe,Under-segmented,unch
19103,unchain,chain,un-chain,un,RoBERTa-base,"['unch', 'ain']",Incorrect,Correct,['chain'],False,Not segmented,"['un', '-', 'chain']",Correct,Correct,byte_level_bpe,Under-segmented,unch
19114,discharge,enlist,dis-charge,dis,XLNet-base,['discharge'],Not segmented,Correct,['enlist'],False,Not segmented,"['dis', '-', 'charge']",Correct,Correct,sentencepiece,Under-segmented,discharge
19115,discharge,enlist,dis-charge,dis,Flan-T5-xxl,['discharge'],Not segmented,Correct,"['en', 'list']",False,Incorrect,"['dis', '-', 'charge']",Correct,Correct,sentencepiece,Under-segmented,discharge
19117,discharge,enlist,dis-charge,dis,ALBERT,['discharge'],Not segmented,Correct,['enlist'],False,Not segmented,"['dis', '-', 'charge']",Correct,Correct,sentencepiece,Under-segmented,discharge
19118,discharge,enlist,dis-charge,dis,BERT-base,['discharge'],Not segmented,Correct,['enlist'],False,Not segmented,"['di', 's', '-', 'charge']",Incorrect,Incorrect,wordpiece,Under-segmented,discharge
19119,discharge,enlist,dis-charge,dis,ELECTRA-base,['discharge'],Not segmented,Correct,['enlist'],False,Not segmented,"['di', 's', '-', 'charge']",Incorrect,Incorrect,wordpiece,Under-segmented,discharge
19126,disclaim,claim,dis-claim,dis,LLama-2-13B,"['disc', 'laim']",Incorrect,Correct,['claim'],False,Not segmented,"['dis', '-', 'c', 'laim']",Correct,Correct,sentencepiece,Under-segmented,disc
19128,disclaim,claim,dis-claim,dis,BERT-base,"['disc', 'lai', 'm']",Incorrect,Correct,['claim'],False,Not segmented,"['di', 's', '-', 'claim']",Incorrect,Incorrect,wordpiece,Under-segmented,disc
19129,disclaim,claim,dis-claim,dis,ELECTRA-base,"['disc', 'lai', 'm']",Incorrect,Correct,['claim'],False,Not segmented,"['di', 's', '-', 'claim']",Incorrect,Incorrect,wordpiece,Under-segmented,disc
19146,declassify,classify,de-classify,de,LLama-2-13B,"['dec', 'lass', 'ify']",Incorrect,Correct,"['class', 'ify']",False,Incorrect,"['de', '-', 'class', 'ify']",Correct,Correct,sentencepiece,Under-segmented,dec
19148,declassify,classify,de-classify,de,BERT-base,"['dec', 'lass', 'ify']",Incorrect,Correct,['classify'],False,Not segmented,"['de', '-', 'classify']",Correct,Correct,wordpiece,Under-segmented,dec
19149,declassify,classify,de-classify,de,ELECTRA-base,"['dec', 'lass', 'ify']",Incorrect,Correct,['classify'],False,Not segmented,"['de', '-', 'classify']",Correct,Correct,wordpiece,Under-segmented,dec
19157,unclip,clip,un-clip,un,ALBERT,"['unc', 'lip']",Incorrect,Correct,['clip'],False,Not segmented,"['un', '-', 'c', 'lip']",Correct,Correct,sentencepiece,Under-segmented,unc
19162,unclog,clog,un-clog,un,GPT-4,"['unc', 'log']",Incorrect,Correct,"['c', 'log']",False,Incorrect,"['un', '-c', 'log']",Correct,Correct,byte_level_bpe,Under-segmented,unc
19164,unclog,clog,un-clog,un,XLNet-base,"['unc', 'log']",Incorrect,Correct,"['c', 'log']",False,Incorrect,"['un', '-', 'c', 'log']",Correct,Correct,sentencepiece,Under-segmented,unc
19167,unclog,clog,un-clog,un,ALBERT,"['unc', 'log']",Incorrect,Correct,"['c', 'log']",False,Incorrect,"['un', '-', 'c', 'log']",Correct,Correct,sentencepiece,Under-segmented,unc
19174,uncoil,coil,un-coil,un,XLNet-base,"['unc', 'oil']",Incorrect,Correct,"['co', 'il']",True,Incorrect,"['un', '-', 'co', 'il']",Correct,Correct,sentencepiece,Under-segmented,unc
19177,uncoil,coil,un-coil,un,ALBERT,"['unc', 'oil']",Incorrect,Correct,['coil'],False,Not segmented,"['un', '-', 'co', 'il']",Correct,Correct,sentencepiece,Under-segmented,unc
19180,decolonise,colonise,de-colonise,de,GPT-2,"['dec', 'olon', 'ise']",Incorrect,Correct,"['col', 'on', 'ise']",True,Incorrect,"['de', '-', 'col', 'on', 'ise']",Correct,Correct,byte_level_bpe,Under-segmented,dec
19183,decolonise,colonise,de-colonise,de,RoBERTa-base,"['dec', 'olon', 'ise']",Incorrect,Correct,"['col', 'on', 'ise']",True,Incorrect,"['de', '-', 'col', 'on', 'ise']",Correct,Correct,byte_level_bpe,Under-segmented,dec
19184,decolonise,colonise,de-colonise,de,XLNet-base,"['deco', 'lon', 'ise']",Incorrect,Correct,"['colon', 'ise']",False,Incorrect,"['de', '-', 'co', 'lon', 'ise']",Correct,Correct,sentencepiece,Under-segmented,deco
19187,decolonise,colonise,de-colonise,de,ALBERT,"['deco', 'lon', 'ise']",Incorrect,Correct,"['colon', 'ise']",False,Incorrect,"['de', '-', 'colo', 'nis', 'e']",Correct,Correct,sentencepiece,Under-segmented,deco
19188,decolonise,colonise,de-colonise,de,BERT-base,"['deco', 'lon', 'ise']",Incorrect,Correct,"['colon', 'ise']",False,Incorrect,"['de', '-', 'colon', 'ise']",Correct,Correct,wordpiece,Under-segmented,deco
19189,decolonise,colonise,de-colonise,de,ELECTRA-base,"['deco', 'lon', 'ise']",Incorrect,Correct,"['colon', 'ise']",False,Incorrect,"['de', '-', 'colon', 'ise']",Correct,Correct,wordpiece,Under-segmented,deco
19190,decolonize,colonize,de-colonize,de,GPT-2,"['dec', 'olon', 'ize']",Incorrect,Correct,"['col', 'on', 'ize']",True,Incorrect,"['de', '-', 'col', 'on', 'ize']",Correct,Correct,byte_level_bpe,Under-segmented,dec
19193,decolonize,colonize,de-colonize,de,RoBERTa-base,"['dec', 'olon', 'ize']",Incorrect,Correct,"['col', 'on', 'ize']",True,Incorrect,"['de', '-', 'col', 'on', 'ize']",Correct,Correct,byte_level_bpe,Under-segmented,dec
19194,decolonize,colonize,de-colonize,de,XLNet-base,"['deco', 'lon', 'ize']",Incorrect,Correct,"['colon', 'ize']",False,Incorrect,"['de', '-', 'co', 'lon', 'ize']",Correct,Correct,sentencepiece,Under-segmented,deco
19198,decolonize,colonize,de-colonize,de,BERT-base,"['deco', 'lon', 'ize']",Incorrect,Correct,"['colon', 'ize']",False,Incorrect,"['de', '-', 'colon', 'ize']",Correct,Correct,wordpiece,Under-segmented,deco
19199,decolonize,colonize,de-colonize,de,ELECTRA-base,"['deco', 'lon', 'ize']",Incorrect,Correct,"['colon', 'ize']",False,Incorrect,"['de', '-', 'colon', 'ize']",Correct,Correct,wordpiece,Under-segmented,deco
19200,decompress,compress,de-compress,de,GPT-2,"['dec', 'omp', 'ress']",Incorrect,Correct,"['comp', 'ress']",False,Incorrect,"['de', '-', 'comp', 'ress']",Correct,Correct,byte_level_bpe,Under-segmented,dec
19203,decompress,compress,de-compress,de,RoBERTa-base,"['dec', 'omp', 'ress']",Incorrect,Correct,"['comp', 'ress']",False,Incorrect,"['de', '-', 'comp', 'ress']",Correct,Correct,byte_level_bpe,Under-segmented,dec
19206,decompress,compress,de-compress,de,LLama-2-13B,"['decom', 'press']",Incorrect,Correct,['compress'],False,Not segmented,"['de', '-', 'com', 'press']",Correct,Correct,sentencepiece,Under-segmented,decom
19208,decompress,compress,de-compress,de,BERT-base,"['deco', 'mp', 'ress']",Incorrect,Correct,"['com', 'press']",False,Incorrect,"['de', '-', 'com', 'press']",Correct,Correct,wordpiece,Under-segmented,deco
19209,decompress,compress,de-compress,de,ELECTRA-base,"['deco', 'mp', 'ress']",Incorrect,Correct,"['com', 'press']",False,Incorrect,"['de', '-', 'com', 'press']",Correct,Correct,wordpiece,Under-segmented,deco
19210,deconcentrate,concentrate,de-concentrate,de,GPT-2,"['dec', 'on', 'cent', 'rate']",Incorrect,Correct,"['con', 'cent', 'rate']",False,Incorrect,"['de', '-', 'con', 'cent', 'rate']",Correct,Correct,byte_level_bpe,Under-segmented,dec
19213,deconcentrate,concentrate,de-concentrate,de,RoBERTa-base,"['dec', 'on', 'cent', 'rate']",Incorrect,Correct,"['con', 'cent', 'rate']",False,Incorrect,"['de', '-', 'con', 'cent', 'rate']",Correct,Correct,byte_level_bpe,Under-segmented,dec
19218,deconcentrate,concentrate,de-concentrate,de,BERT-base,"['deco', 'nce', 'nt', 'rate']",Incorrect,Correct,['concentrate'],False,Not segmented,"['de', '-', 'concentrate']",Correct,Correct,wordpiece,Under-segmented,deco
19219,deconcentrate,concentrate,de-concentrate,de,ELECTRA-base,"['deco', 'nce', 'nt', 'rate']",Incorrect,Correct,['concentrate'],False,Not segmented,"['de', '-', 'concentrate']",Correct,Correct,wordpiece,Under-segmented,deco
19222,disconnect,connect,dis-connect,dis,GPT-4,['disconnect'],Not segmented,Correct,['connect'],False,Not segmented,"['dis', '-connect']",Correct,Correct,byte_level_bpe,Under-segmented,disconnect
19224,disconnect,connect,dis-connect,dis,XLNet-base,['disconnect'],Not segmented,Correct,['connect'],False,Not segmented,"['dis', '-', 'connect']",Correct,Correct,sentencepiece,Under-segmented,disconnect
19225,disconnect,connect,dis-connect,dis,Flan-T5-xxl,['disconnect'],Not segmented,Correct,['connect'],False,Not segmented,"['dis', '-', 'connect']",Correct,Correct,sentencepiece,Under-segmented,disconnect
19227,disconnect,connect,dis-connect,dis,ALBERT,['disconnect'],Not segmented,Correct,['connect'],False,Not segmented,"['dis', '-', 'connect']",Correct,Correct,sentencepiece,Under-segmented,disconnect
19228,disconnect,connect,dis-connect,dis,BERT-base,"['disco', 'nne', 'ct']",Incorrect,Correct,['connect'],False,Not segmented,"['di', 's', '-', 'connect']",Incorrect,Incorrect,wordpiece,Under-segmented,disco
19229,disconnect,connect,dis-connect,dis,ELECTRA-base,"['disco', 'nne', 'ct']",Incorrect,Correct,['connect'],False,Not segmented,"['di', 's', '-', 'connect']",Incorrect,Incorrect,wordpiece,Under-segmented,disco
19230,desecrate,consecrate,de-secrate,de,GPT-2,"['des', 'ec', 'rate']",Incorrect,Correct,"['con', 'sec', 'rate']",False,Incorrect,"['de', '-', 'sec', 'rate']",Correct,Correct,byte_level_bpe,Under-segmented,des
19232,desecrate,consecrate,de-secrate,de,GPT-4,"['des', 'ec', 'rate']",Incorrect,Correct,"['con', 'sec', 'rate']",False,Incorrect,"['de', '-', 'sec', 'rate']",Correct,Correct,byte_level_bpe,Under-segmented,des
19233,desecrate,consecrate,de-secrate,de,RoBERTa-base,"['des', 'ec', 'rate']",Incorrect,Correct,"['con', 'sec', 'rate']",False,Incorrect,"['de', '-', 'sec', 'rate']",Correct,Correct,byte_level_bpe,Under-segmented,des
19236,desecrate,consecrate,de-secrate,de,LLama-2-13B,"['des', 'ec', 'rate']",Incorrect,Correct,"['consec', 'rate']",False,Incorrect,"['de', '-', 'sec', 'rate']",Correct,Correct,sentencepiece,Under-segmented,des
19238,desecrate,consecrate,de-secrate,de,BERT-base,"['des', 'ec', 'rate']",Incorrect,Correct,"['con', 'se', 'crat', 'e']",True,Incorrect,"['de', '-', 'sec', 'rate']",Correct,Correct,wordpiece,Under-segmented,des
19239,desecrate,consecrate,de-secrate,de,ELECTRA-base,"['des', 'ec', 'rate']",Incorrect,Correct,"['con', 'se', 'crat', 'e']",True,Incorrect,"['de', '-', 'sec', 'rate']",Correct,Correct,wordpiece,Under-segmented,des
19240,discontent,content,dis-content,dis,GPT-2,"['disc', 'ontent']",Incorrect,Correct,['content'],False,Not segmented,"['dis', '-', 'content']",Correct,Correct,byte_level_bpe,Under-segmented,disc
19243,discontent,content,dis-content,dis,RoBERTa-base,"['disc', 'ontent']",Incorrect,Correct,['content'],False,Not segmented,"['dis', '-', 'content']",Correct,Correct,byte_level_bpe,Under-segmented,disc
19244,discontent,content,dis-content,dis,XLNet-base,['discontent'],Not segmented,Correct,['content'],False,Not segmented,"['dis', '-', 'content']",Correct,Correct,sentencepiece,Under-segmented,discontent
19247,discontent,content,dis-content,dis,ALBERT,['discontent'],Not segmented,Correct,['content'],False,Not segmented,"['dis', '-', 'content']",Correct,Correct,sentencepiece,Under-segmented,discontent
19248,discontent,content,dis-content,dis,BERT-base,['discontent'],Not segmented,Correct,['content'],False,Not segmented,"['di', 's', '-', 'content']",Incorrect,Incorrect,wordpiece,Under-segmented,discontent
19249,discontent,content,dis-content,dis,ELECTRA-base,['discontent'],Not segmented,Correct,['content'],False,Not segmented,"['di', 's', '-', 'content']",Incorrect,Incorrect,wordpiece,Under-segmented,discontent
